#NAME,SYMBOL,OLD SYMBOL
Nasdaq US Construction Large Mid Cap EUR TR Index,NQUS50101010LMEURT,NQUSB2357LMEURT
Nasdaq US Construction Large Mid Cap GBP Index,NQUSB50101010LMGBP,NQUSB2357LMGBP
Nasdaq US Construction Large Mid Cap GBP NTR Index,NQUS50101010LMGBPN,NQUSB2357LMGBPN
Nasdaq US Construction Large Mid Cap GBP TR Index,NQUS50101010LMGBPT,NQUSB2357LMGBPT
Nasdaq US Construction Large Mid Cap Index,NQUSB50101010LM,NQUSB2357LM
Nasdaq US Construction Large Mid Cap JPY Index,NQUSB50101010LMJPY,NQUSB2357LMJPY
Nasdaq US Construction Large Mid Cap JPY NTR Index,NQUS50101010LMJPYN,NQUSB2357LMJPYN
Nasdaq US Construction Large Mid Cap JPY TR Index,NQUS50101010LMJPYT,NQUSB2357LMJPYT
Nasdaq US Construction Large Mid Cap NTR Index,NQUSB50101010LMN,NQUSB2357LMN
Nasdaq US Construction Large Mid Cap TR Index,NQUSB50101010LMT,NQUSB2357LMT
Nasdaq US Consumer Digital Services Large Mid Cap AUD Index,NQUSB10101020LMAUD,NQUSB9535LMAUD
Nasdaq US Consumer Digital Services Large Mid Cap AUD NTR Index,NQUS10101020LMAUDN,NQUSB9535LMAUDN
Nasdaq US Consumer Digital Services Large Mid Cap AUD TR Index,NQUS10101020LMAUDT,NQUSB9535LMAUDT
Nasdaq US Consumer Digital Services Large Mid Cap CAD Index,NQUSB10101020LMCAD,NQUSB9535LMCAD
Nasdaq US Consumer Digital Services Large Mid Cap CAD NTR Index,NQUS10101020LMCADN,NQUSB9535LMCADN
Nasdaq US Consumer Digital Services Large Mid Cap CAD TR Index,NQUS10101020LMCADT,NQUSB9535LMCADT
Nasdaq US Consumer Digital Services Large Mid Cap EUR Index,NQUSB10101020LMEUR,NQUSB9535LMEUR
Nasdaq US Consumer Digital Services Large Mid Cap EUR NTR Index,NQUS10101020LMEURN,NQUSB9535LMEURN
Nasdaq US Consumer Digital Services Large Mid Cap EUR TR Index,NQUS10101020LMEURT,NQUSB9535LMEURT
Nasdaq US Consumer Digital Services Large Mid Cap GBP Index,NQUSB10101020LMGBP,NQUSB9535LMGBP
Nasdaq US Consumer Digital Services Large Mid Cap GBP NTR Index,NQUS10101020LMGBPN,NQUSB9535LMGBPN
Nasdaq US Consumer Digital Services Large Mid Cap GBP TR Index,NQUS10101020LMGBPT,NQUSB9535LMGBPT
Nasdaq US Consumer Digital Services Large Mid Cap Index,NQUSB10101020LM,NQUSB9535LM
Nasdaq US Consumer Digital Services Large Mid Cap JPY Index,NQUSB10101020LMJPY,NQUSB9535LMJPY
Nasdaq US Consumer Digital Services Large Mid Cap JPY NTR Index,NQUS10101020LMJPYN,NQUSB9535LMJPYN
Nasdaq US Consumer Digital Services Large Mid Cap JPY TR Index,NQUS10101020LMJPYT,NQUSB9535LMJPYT
Nasdaq US Consumer Digital Services Large Mid Cap NTR Index,NQUSB10101020LMN,NQUSB9535LMN
Nasdaq US Consumer Digital Services Large Mid Cap TR Index,NQUSB10101020LMT,NQUSB9535LMT
Nasdaq US Consumer Discretionary Large Mid Cap AUD Index,NQUSB40LMAUD,
Nasdaq US Consumer Discretionary Large Mid Cap AUD NTR Index,NQUSB40LMAUDN,
Nasdaq US Consumer Discretionary Large Mid Cap AUD TR Index,NQUSB40LMAUDT,
Nasdaq US Consumer Discretionary Large Mid Cap CAD Index,NQUSB40LMCAD,
Nasdaq US Consumer Discretionary Large Mid Cap CAD NTR Index,NQUSB40LMCADN,
Nasdaq US Consumer Discretionary Large Mid Cap CAD TR Index,NQUSB40LMCADT,
Nasdaq US Consumer Discretionary Large Mid Cap EUR Index,NQUSB40LMEUR,
Nasdaq US Consumer Discretionary Large Mid Cap EUR NTR Index,NQUSB40LMEURN,
Nasdaq US Consumer Discretionary Large Mid Cap EUR TR Index,NQUSB40LMEURT,
Nasdaq US Consumer Discretionary Large Mid Cap GBP Index,NQUSB40LMGBP,
Nasdaq US Consumer Discretionary Large Mid Cap GBP NTR Index,NQUSB40LMGBPN,
Nasdaq US Consumer Discretionary Large Mid Cap GBP TR Index,NQUSB40LMGBPT,
Nasdaq US Consumer Discretionary Large Mid Cap Index,NQUSB40LM,
Nasdaq US Consumer Discretionary Large Mid Cap JPY Index,NQUSB40LMJPY,
Nasdaq US Consumer Discretionary Large Mid Cap JPY NTR Index,NQUSB40LMJPYN,
Nasdaq US Consumer Discretionary Large Mid Cap JPY TR Index,NQUSB40LMJPYT,
Nasdaq US Consumer Discretionary Large Mid Cap NTR Index,NQUSB40LMN,
Nasdaq US Consumer Discretionary Large Mid Cap TR Index,NQUSB40LMT,
Nasdaq US Consumer Electronics Large Mid Cap AUD Index,NQUSB40203010LMAUD,NQUSB3743LMAUD
Nasdaq US Consumer Electronics Large Mid Cap AUD NTR Index,NQUS40203010LMAUDN,NQUSB3743LMAUDN
Nasdaq US Consumer Electronics Large Mid Cap AUD TR Index,NQUS40203010LMAUDT,NQUSB3743LMAUDT
Nasdaq US Consumer Electronics Large Mid Cap CAD Index,NQUSB40203010LMCAD,NQUSB3743LMCAD
Nasdaq US Consumer Electronics Large Mid Cap CAD NTR Index,NQUS40203010LMCADN,NQUSB3743LMCADN
Nasdaq US Consumer Electronics Large Mid Cap CAD TR Index,NQUS40203010LMCADT,NQUSB3743LMCADT
Nasdaq US Consumer Electronics Large Mid Cap EUR Index,NQUSB40203010LMEUR,NQUSB3743LMEUR
Nasdaq US Consumer Electronics Large Mid Cap EUR NTR Index,NQUS40203010LMEURN,NQUSB3743LMEURN
Nasdaq US Consumer Electronics Large Mid Cap EUR TR Index,NQUS40203010LMEURT,NQUSB3743LMEURT
Nasdaq US Consumer Electronics Large Mid Cap GBP Index,NQUSB40203010LMGBP,NQUSB3743LMGBP
Nasdaq US Consumer Electronics Large Mid Cap GBP NTR Index,NQUS40203010LMGBPN,NQUSB3743LMGBPN
Nasdaq US Consumer Electronics Large Mid Cap GBP TR Index,NQUS40203010LMGBPT,NQUSB3743LMGBPT
Nasdaq US Consumer Electronics Large Mid Cap Index,NQUSB40203010LM,NQUSB3743LM
Nasdaq US Consumer Electronics Large Mid Cap JPY Index,NQUSB40203010LMJPY,NQUSB3743LMJPY
Nasdaq US Consumer Electronics Large Mid Cap JPY NTR Index,NQUS40203010LMJPYN,NQUSB3743LMJPYN
Nasdaq US Consumer Electronics Large Mid Cap JPY TR Index,NQUS40203010LMJPYT,NQUSB3743LMJPYT
Nasdaq US Consumer Electronics Large Mid Cap NTR Index,NQUSB40203010LMN,NQUSB3743LMN
Nasdaq US Consumer Electronics Large Mid Cap TR Index,NQUSB40203010LMT,NQUSB3743LMT
Nasdaq US Consumer Lending Large Mid Cap AUD Index,NQUSB30201020LMAUD,NQUSB8773LMAUD
Nasdaq US Consumer Lending Large Mid Cap AUD NTR Index,NQUS30201020LMAUDN,NQUSB8773LMAUDN
Nasdaq US Consumer Lending Large Mid Cap AUD TR Index,NQUS30201020LMAUDT,NQUSB8773LMAUDT
Nasdaq US Consumer Lending Large Mid Cap CAD Index,NQUSB30201020LMCAD,NQUSB8773LMCAD
Nasdaq US Consumer Lending Large Mid Cap CAD NTR Index,NQUS30201020LMCADN,NQUSB8773LMCADN
Nasdaq US Consumer Lending Large Mid Cap CAD TR Index,NQUS30201020LMCADT,NQUSB8773LMCADT
Nasdaq US Consumer Lending Large Mid Cap EUR Index,NQUSB30201020LMEUR,NQUSB8773LMEUR
Nasdaq US Consumer Lending Large Mid Cap EUR NTR Index,NQUS30201020LMEURN,NQUSB8773LMEURN
Nasdaq US Consumer Lending Large Mid Cap EUR TR Index,NQUS30201020LMEURT,NQUSB8773LMEURT
Nasdaq US Consumer Lending Large Mid Cap GBP Index,NQUSB30201020LMGBP,NQUSB8773LMGBP
Nasdaq US Consumer Lending Large Mid Cap GBP NTR Index,NQUS30201020LMGBPN,NQUSB8773LMGBPN
Nasdaq US Consumer Lending Large Mid Cap GBP TR Index,NQUS30201020LMGBPT,NQUSB8773LMGBPT
Nasdaq US Consumer Lending Large Mid Cap Index,NQUSB30201020LM,NQUSB8773LM
Nasdaq US Consumer Lending Large Mid Cap JPY Index,NQUSB30201020LMJPY,NQUSB8773LMJPY
Nasdaq US Consumer Lending Large Mid Cap JPY NTR Index,NQUS30201020LMJPYN,NQUSB8773LMJPYN
Nasdaq US Consumer Lending Large Mid Cap JPY TR Index,NQUS30201020LMJPYT,NQUSB8773LMJPYT
Nasdaq US Consumer Lending Large Mid Cap NTR Index,NQUSB30201020LMN,NQUSB8773LMN
Nasdaq US Consumer Lending Large Mid Cap TR Index,NQUSB30201020LMT,NQUSB8773LMT
Nasdaq US Consumer Products and Services Large Mid Cap AUD Index,NQUSB4020LMAUD,NQUSB3700LMAUD
Nasdaq US Consumer Products and Services Large Mid Cap AUD NTR Index,NQUSB4020LMAUDN,NQUSB3700LMAUDN
Nasdaq US Consumer Products and Services Large Mid Cap AUD TR Index,NQUSB4020LMAUDT,NQUSB3700LMAUDT
Nasdaq US Consumer Products and Services Large Mid Cap CAD Index,NQUSB4020LMCAD,NQUSB3700LMCAD
Nasdaq US Consumer Products and Services Large Mid Cap CAD NTR Index,NQUSB4020LMCADN,NQUSB3700LMCADN
Nasdaq US Consumer Products and Services Large Mid Cap CAD TR Index,NQUSB4020LMCADT,NQUSB3700LMCADT
Nasdaq US Consumer Products and Services Large Mid Cap EUR Index,NQUSB4020LMEUR,NQUSB3700LMEUR
Nasdaq US Consumer Products and Services Large Mid Cap EUR NTR Index,NQUSB4020LMEURN,NQUSB3700LMEURN
Nasdaq US Consumer Products and Services Large Mid Cap EUR TR Index,NQUSB4020LMEURT,NQUSB3700LMEURT
Nasdaq US Consumer Products and Services Large Mid Cap GBP Index,NQUSB4020LMGBP,NQUSB3700LMGBP
Nasdaq US Consumer Products and Services Large Mid Cap GBP NTR Index,NQUSB4020LMGBPN,NQUSB3700LMGBPN
Nasdaq US Consumer Products and Services Large Mid Cap GBP TR Index,NQUSB4020LMGBPT,NQUSB3700LMGBPT
Nasdaq US Consumer Products and Services Large Mid Cap Index,NQUSB4020LM,NQUSB3700LM
Nasdaq US Consumer Products and Services Large Mid Cap JPY Index,NQUSB4020LMJPY,NQUSB3700LMJPY
Nasdaq US Consumer Products and Services Large Mid Cap JPY NTR Index,NQUSB4020LMJPYN,NQUSB3700LMJPYN
Nasdaq US Consumer Products and Services Large Mid Cap JPY TR Index,NQUSB4020LMJPYT,NQUSB3700LMJPYT
Nasdaq US Consumer Products and Services Large Mid Cap NTR Index,NQUSB4020LMN,NQUSB3700LMN
Nasdaq US Consumer Products and Services Large Mid Cap TR Index,NQUSB4020LMT,NQUSB3700LMT
Nasdaq US Consumer Services Large Mid Cap AUD Index,NQUSB402010LMAUD,
Nasdaq US Consumer Services Large Mid Cap AUD NTR Index,NQUSB402010LMAUDN,
Nasdaq US Consumer Services Large Mid Cap AUD TR Index,NQUSB402010LMAUDT,
Nasdaq US Consumer Services Large Mid Cap CAD Index,NQUSB402010LMCAD,
Nasdaq US Consumer Services Large Mid Cap CAD NTR Index,NQUSB402010LMCADN,
Nasdaq US Consumer Services Large Mid Cap CAD TR Index,NQUSB402010LMCADT,
Nasdaq US Consumer Services Large Mid Cap EUR Index,NQUSB402010LMEUR,
Nasdaq US Consumer Services Large Mid Cap EUR NTR Index,NQUSB402010LMEURN,
Nasdaq US Consumer Services Large Mid Cap EUR TR Index,NQUSB402010LMEURT,
Nasdaq US Consumer Services Large Mid Cap GBP Index,NQUSB402010LMGBP,
Nasdaq US Consumer Services Large Mid Cap GBP NTR Index,NQUSB402010LMGBPN,
Nasdaq US Consumer Services Large Mid Cap GBP TR Index,NQUSB402010LMGBPT,
Nasdaq US Consumer Services Large Mid Cap Index,NQUSB402010LM,
Nasdaq US Consumer Services Large Mid Cap JPY Index,NQUSB402010LMJPY,
Nasdaq US Consumer Services Large Mid Cap JPY NTR Index,NQUSB402010LMJPYN,
Nasdaq US Consumer Services Large Mid Cap JPY TR Index,NQUSB402010LMJPYT,
Nasdaq US Consumer Services Large Mid Cap NTR Index,NQUSB402010LMN,
Nasdaq US Consumer Services Large Mid Cap TR Index,NQUSB402010LMT,
Nasdaq US Consumer Services: Misc. Large Mid Cap AUD Index,NQUSB40201070LMAUD,NQUSB5377LMAUD
Nasdaq US Consumer Services: Misc. Large Mid Cap AUD NTR Index,NQUS40201070LMAUDN,NQUSB5377LMAUDN
Nasdaq US Consumer Services: Misc. Large Mid Cap AUD TR Index,NQUS40201070LMAUDT,NQUSB5377LMAUDT
Nasdaq US Consumer Services: Misc. Large Mid Cap CAD Index,NQUSB40201070LMCAD,NQUSB5377LMCAD
Nasdaq US Consumer Services: Misc. Large Mid Cap CAD NTR Index,NQUS40201070LMCADN,NQUSB5377LMCADN
Nasdaq US Consumer Services: Misc. Large Mid Cap CAD TR Index,NQUS40201070LMCADT,NQUSB5377LMCADT
Nasdaq US Consumer Services: Misc. Large Mid Cap EUR Index,NQUSB40201070LMEUR,NQUSB5377LMEUR
Nasdaq US Consumer Services: Misc. Large Mid Cap EUR NTR Index,NQUS40201070LMEURN,NQUSB5377LMEURN
Nasdaq US Consumer Services: Misc. Large Mid Cap EUR TR Index,NQUS40201070LMEURT,NQUSB5377LMEURT
Nasdaq US Consumer Services: Misc. Large Mid Cap GBP Index,NQUSB40201070LMGBP,NQUSB5377LMGBP
Nasdaq US Consumer Services: Misc. Large Mid Cap GBP NTR Index,NQUS40201070LMGBPN,NQUSB5377LMGBPN
Nasdaq US Consumer Services: Misc. Large Mid Cap GBP TR Index,NQUS40201070LMGBPT,NQUSB5377LMGBPT
Nasdaq US Consumer Services: Misc. Large Mid Cap Index,NQUSB40201070LM,NQUSB5377LM
Nasdaq US Consumer Services: Misc. Large Mid Cap JPY Index,NQUSB40201070LMJPY,NQUSB5377LMJPY
Nasdaq US Consumer Services: Misc. Large Mid Cap JPY NTR Index,NQUS40201070LMJPYN,NQUSB5377LMJPYN
Nasdaq US Consumer Services: Misc. Large Mid Cap JPY TR Index,NQUS40201070LMJPYT,NQUSB5377LMJPYT
Nasdaq US Consumer Services: Misc. Large Mid Cap NTR Index,NQUSB40201070LMN,NQUSB5377LMN
Nasdaq US Consumer Services: Misc. Large Mid Cap TR Index,NQUSB40201070LMT,NQUSB5377LMT
Nasdaq US Consumer Staples Large Mid Cap AUD Index,NQUSB45LMAUD,
Nasdaq US Consumer Staples Large Mid Cap AUD NTR Index,NQUSB45LMAUDN,
Nasdaq US Consumer Staples Large Mid Cap AUD TR Index,NQUSB45LMAUDT,
Nasdaq US Consumer Staples Large Mid Cap CAD Index,NQUSB45LMCAD,
Nasdaq US Consumer Staples Large Mid Cap CAD NTR Index,NQUSB45LMCADN,
Nasdaq US Consumer Staples Large Mid Cap CAD TR Index,NQUSB45LMCADT,
Nasdaq US Consumer Staples Large Mid Cap EUR Index,NQUSB45LMEUR,
Nasdaq US Consumer Staples Large Mid Cap EUR NTR Index,NQUSB45LMEURN,
Nasdaq US Consumer Staples Large Mid Cap EUR TR Index,NQUSB45LMEURT,
Nasdaq US Consumer Staples Large Mid Cap GBP Index,NQUSB45LMGBP,
Nasdaq US Consumer Staples Large Mid Cap GBP NTR Index,NQUSB45LMGBPN,
Nasdaq US Consumer Staples Large Mid Cap GBP TR Index,NQUSB45LMGBPT,
Nasdaq US Consumer Staples Large Mid Cap Index,NQUSB45LM,
Nasdaq US Consumer Staples Large Mid Cap JPY Index,NQUSB45LMJPY,
Nasdaq US Consumer Staples Large Mid Cap JPY NTR Index,NQUSB45LMJPYN,
Nasdaq US Consumer Staples Large Mid Cap JPY TR Index,NQUSB45LMJPYT,
Nasdaq US Consumer Staples Large Mid Cap NTR Index,NQUSB45LMN,
Nasdaq US Consumer Staples Large Mid Cap TR Index,NQUSB45LMT,
Nasdaq US Containers and Packaging Large Mid Cap AUD Index,NQUSB50203030LMAUD,NQUSB2723LMAUD
Nasdaq US Containers and Packaging Large Mid Cap AUD NTR Index,NQUS50203030LMAUDN,NQUSB2723LMAUDN
Nasdaq US Containers and Packaging Large Mid Cap AUD TR Index,NQUS50203030LMAUDT,NQUSB2723LMAUDT
Nasdaq US Containers and Packaging Large Mid Cap CAD Index,NQUSB50203030LMCAD,NQUSB2723LMCAD
Nasdaq US Containers and Packaging Large Mid Cap CAD NTR Index,NQUS50203030LMCADN,NQUSB2723LMCADN
Nasdaq US Containers and Packaging Large Mid Cap CAD TR Index,NQUS50203030LMCADT,NQUSB2723LMCADT
Nasdaq US Containers and Packaging Large Mid Cap EUR Index,NQUSB50203030LMEUR,NQUSB2723LMEUR
Nasdaq US Containers and Packaging Large Mid Cap EUR NTR Index,NQUS50203030LMEURN,NQUSB2723LMEURN
Nasdaq US Containers and Packaging Large Mid Cap EUR TR Index,NQUS50203030LMEURT,NQUSB2723LMEURT
Nasdaq US Containers and Packaging Large Mid Cap GBP Index,NQUSB50203030LMGBP,NQUSB2723LMGBP
Nasdaq US Containers and Packaging Large Mid Cap GBP NTR Index,NQUS50203030LMGBPN,NQUSB2723LMGBPN
Nasdaq US Containers and Packaging Large Mid Cap GBP TR Index,NQUS50203030LMGBPT,NQUSB2723LMGBPT
Nasdaq US Containers and Packaging Large Mid Cap Index,NQUSB50203030LM,NQUSB2723LM
Nasdaq US Containers and Packaging Large Mid Cap JPY Index,NQUSB50203030LMJPY,NQUSB2723LMJPY
Nasdaq US Containers and Packaging Large Mid Cap JPY NTR Index,NQUS50203030LMJPYN,NQUSB2723LMJPYN
Nasdaq US Containers and Packaging Large Mid Cap JPY TR Index,NQUS50203030LMJPYT,NQUSB2723LMJPYT
Nasdaq US Containers and Packaging Large Mid Cap NTR Index,NQUSB50203030LMN,NQUSB2723LMN
Nasdaq US Containers and Packaging Large Mid Cap TR Index,NQUSB50203030LMT,NQUSB2723LMT
Nasdaq US Conventional Electricity Large Mid Cap AUD Index,NQUSB65101015LMAUD,NQUSB7535LMAUD
Nasdaq US Conventional Electricity Large Mid Cap AUD NTR Index,NQUS65101015LMAUDN,NQUSB7535LMAUDN
Nasdaq US Conventional Electricity Large Mid Cap AUD TR Index,NQUS65101015LMAUDT,NQUSB7535LMAUDT
Nasdaq US Conventional Electricity Large Mid Cap CAD Index,NQUSB65101015LMCAD,NQUSB7535LMCAD
Nasdaq US Conventional Electricity Large Mid Cap CAD NTR Index,NQUS65101015LMCADN,NQUSB7535LMCADN
Nasdaq US Conventional Electricity Large Mid Cap CAD TR Index,NQUS65101015LMCADT,NQUSB7535LMCADT
Nasdaq US Conventional Electricity Large Mid Cap EUR Index,NQUSB65101015LMEUR,NQUSB7535LMEUR
Nasdaq US Conventional Electricity Large Mid Cap EUR NTR Index,NQUS65101015LMEURN,NQUSB7535LMEURN
Nasdaq US Conventional Electricity Large Mid Cap EUR TR Index,NQUS65101015LMEURT,NQUSB7535LMEURT
Nasdaq US Conventional Electricity Large Mid Cap GBP Index,NQUSB65101015LMGBP,NQUSB7535LMGBP
Nasdaq US Conventional Electricity Large Mid Cap GBP NTR Index,NQUS65101015LMGBPN,NQUSB7535LMGBPN
Nasdaq US Conventional Electricity Large Mid Cap GBP TR Index,NQUS65101015LMGBPT,NQUSB7535LMGBPT
Nasdaq US Conventional Electricity Large Mid Cap Index,NQUSB65101015LM,NQUSB7535LM
Nasdaq US Conventional Electricity Large Mid Cap JPY Index,NQUSB65101015LMJPY,NQUSB7535LMJPY
Nasdaq US Conventional Electricity Large Mid Cap JPY NTR Index,NQUS65101015LMJPYN,NQUSB7535LMJPYN
Nasdaq US Conventional Electricity Large Mid Cap JPY TR Index,NQUS65101015LMJPYT,NQUSB7535LMJPYT
Nasdaq US Conventional Electricity Large Mid Cap NTR Index,NQUSB65101015LMN,NQUSB7535LMN
Nasdaq US Conventional Electricity Large Mid Cap TR Index,NQUSB65101015LMT,NQUSB7535LMT
Nasdaq US Copper Large Mid Cap AUD Index,NQUSB55102040LMAUD,
Nasdaq US Copper Large Mid Cap AUD NTR Index,NQUS55102040LMAUDN,
Nasdaq US Copper Large Mid Cap AUD TR Index,NQUS55102040LMAUDT,
Nasdaq US Copper Large Mid Cap CAD Index,NQUSB55102040LMCAD,
Nasdaq US Copper Large Mid Cap CAD NTR Index,NQUS55102040LMCADN,
Nasdaq US Copper Large Mid Cap CAD TR Index,NQUS55102040LMCADT,
Nasdaq US Copper Large Mid Cap EUR Index,NQUSB55102040LMEUR,
Nasdaq US Copper Large Mid Cap EUR NTR Index,NQUS55102040LMEURN,
Nasdaq US Copper Large Mid Cap EUR TR Index,NQUS55102040LMEURT,
Nasdaq US Copper Large Mid Cap GBP Index,NQUSB55102040LMGBP,
Nasdaq US Copper Large Mid Cap GBP NTR Index,NQUS55102040LMGBPN,
Nasdaq US Copper Large Mid Cap GBP TR Index,NQUS55102040LMGBPT,
Nasdaq US Copper Large Mid Cap Index,NQUSB55102040LM,
Nasdaq US Copper Large Mid Cap JPY Index,NQUSB55102040LMJPY,
Nasdaq US Copper Large Mid Cap JPY NTR Index,NQUS55102040LMJPYN,
Nasdaq US Copper Large Mid Cap JPY TR Index,NQUS55102040LMJPYT,
Nasdaq US Copper Large Mid Cap NTR Index,NQUSB55102040LMN,
Nasdaq US Copper Large Mid Cap TR Index,NQUSB55102040LMT,
Nasdaq US Cosmetics Large Mid Cap AUD Index,NQUSB40204035LMAUD,
Nasdaq US Cosmetics Large Mid Cap AUD NTR Index,NQUS40204035LMAUDN,
Nasdaq US Cosmetics Large Mid Cap AUD TR Index,NQUS40204035LMAUDT,
Nasdaq US Cosmetics Large Mid Cap CAD Index,NQUSB40204035LMCAD,
Nasdaq US Cosmetics Large Mid Cap CAD NTR Index,NQUS40204035LMCADN,
Nasdaq US Cosmetics Large Mid Cap CAD TR Index,NQUS40204035LMCADT,
Nasdaq US Cosmetics Large Mid Cap EUR Index,NQUSB40204035LMEUR,
Nasdaq US Cosmetics Large Mid Cap EUR NTR Index,NQUS40204035LMEURN,
Nasdaq US Cosmetics Large Mid Cap EUR TR Index,NQUS40204035LMEURT,
Nasdaq US Cosmetics Large Mid Cap GBP Index,NQUSB40204035LMGBP,
Nasdaq US Cosmetics Large Mid Cap GBP NTR Index,NQUS40204035LMGBPN,
Nasdaq US Cosmetics Large Mid Cap GBP TR Index,NQUS40204035LMGBPT,
Nasdaq US Cosmetics Large Mid Cap Index,NQUSB40204035LM,
Nasdaq US Cosmetics Large Mid Cap JPY Index,NQUSB40204035LMJPY,
Nasdaq US Cosmetics Large Mid Cap JPY NTR Index,NQUS40204035LMJPYN,
Nasdaq US Cosmetics Large Mid Cap JPY TR Index,NQUS40204035LMJPYT,
Nasdaq US Cosmetics Large Mid Cap NTR Index,NQUSB40204035LMN,
Nasdaq US Cosmetics Large Mid Cap TR Index,NQUSB40204035LMT,
Nasdaq US Defense Large Mid Cap AUD Index,NQUSB50201020LMAUD,NQUSB2717LMAUD
Nasdaq US Defense Large Mid Cap AUD NTR Index,NQUS50201020LMAUDN,NQUSB2717LMAUDN
Nasdaq US Defense Large Mid Cap AUD TR Index,NQUS50201020LMAUDT,NQUSB2717LMAUDT
Nasdaq US Defense Large Mid Cap CAD Index,NQUSB50201020LMCAD,NQUSB2717LMCAD
Nasdaq US Defense Large Mid Cap CAD NTR Index,NQUS50201020LMCADN,NQUSB2717LMCADN
Nasdaq US Defense Large Mid Cap CAD TR Index,NQUS50201020LMCADT,NQUSB2717LMCADT
Nasdaq US Defense Large Mid Cap EUR Index,NQUSB50201020LMEUR,NQUSB2717LMEUR
Nasdaq US Defense Large Mid Cap EUR NTR Index,NQUS50201020LMEURN,NQUSB2717LMEURN
Nasdaq US Defense Large Mid Cap EUR TR Index,NQUS50201020LMEURT,NQUSB2717LMEURT
Nasdaq US Defense Large Mid Cap GBP Index,NQUSB50201020LMGBP,NQUSB2717LMGBP
Nasdaq US Defense Large Mid Cap GBP NTR Index,NQUS50201020LMGBPN,NQUSB2717LMGBPN
Nasdaq US Defense Large Mid Cap GBP TR Index,NQUS50201020LMGBPT,NQUSB2717LMGBPT
Nasdaq US Defense Large Mid Cap Index,NQUSB50201020LM,NQUSB2717LM
Nasdaq US Defense Large Mid Cap JPY Index,NQUSB50201020LMJPY,NQUSB2717LMJPY
Nasdaq US Defense Large Mid Cap JPY NTR Index,NQUS50201020LMJPYN,NQUSB2717LMJPYN
Nasdaq US Defense Large Mid Cap JPY TR Index,NQUS50201020LMJPYT,NQUSB2717LMJPYT
Nasdaq US Defense Large Mid Cap NTR Index,NQUSB50201020LMN,NQUSB2717LMN
Nasdaq US Defense Large Mid Cap TR Index,NQUSB50201020LMT,NQUSB2717LMT
Nasdaq US Delivery Services Large Mid Cap AUD Index,NQUSB50206040LMAUD,NQUSB2771LMAUD
Nasdaq US Delivery Services Large Mid Cap AUD NTR Index,NQUS50206040LMAUDN,NQUSB2771LMAUDN
Nasdaq US Delivery Services Large Mid Cap AUD TR Index,NQUS50206040LMAUDT,NQUSB2771LMAUDT
Nasdaq US Delivery Services Large Mid Cap CAD Index,NQUSB50206040LMCAD,NQUSB2771LMCAD
Nasdaq US Delivery Services Large Mid Cap CAD NTR Index,NQUS50206040LMCADN,NQUSB2771LMCADN
Nasdaq US Delivery Services Large Mid Cap CAD TR Index,NQUS50206040LMCADT,NQUSB2771LMCADT
Nasdaq US Delivery Services Large Mid Cap EUR Index,NQUSB50206040LMEUR,NQUSB2771LMEUR
Nasdaq US Delivery Services Large Mid Cap EUR NTR Index,NQUS50206040LMEURN,NQUSB2771LMEURN
Nasdaq US Delivery Services Large Mid Cap EUR TR Index,NQUS50206040LMEURT,NQUSB2771LMEURT
Nasdaq US Delivery Services Large Mid Cap GBP Index,NQUSB50206040LMGBP,NQUSB2771LMGBP
Nasdaq US Delivery Services Large Mid Cap GBP NTR Index,NQUS50206040LMGBPN,NQUSB2771LMGBPN
Nasdaq US Delivery Services Large Mid Cap GBP TR Index,NQUS50206040LMGBPT,NQUSB2771LMGBPT
Nasdaq US Delivery Services Large Mid Cap Index,NQUSB50206040LM,NQUSB2771LM
Nasdaq US Delivery Services Large Mid Cap JPY Index,NQUSB50206040LMJPY,NQUSB2771LMJPY
Nasdaq US Delivery Services Large Mid Cap JPY NTR Index,NQUS50206040LMJPYN,NQUSB2771LMJPYN
Nasdaq US Delivery Services Large Mid Cap JPY TR Index,NQUS50206040LMJPYT,NQUSB2771LMJPYT
Nasdaq US Delivery Services Large Mid Cap NTR Index,NQUSB50206040LMN,NQUSB2771LMN
Nasdaq US Delivery Services Large Mid Cap TR Index,NQUSB50206040LMT,NQUSB2771LMT
Nasdaq US Diamonds and Gemstones Large Mid Cap AUD Index,NQUSB55103020LMAUD,NQUSB1773LMAUD
Nasdaq US Diamonds and Gemstones Large Mid Cap AUD NTR Index,NQUS55103020LMAUDN,NQUSB1773LMAUDN
Nasdaq US Diamonds and Gemstones Large Mid Cap AUD TR Index,NQUS55103020LMAUDT,NQUSB1773LMAUDT
Nasdaq US Diamonds and Gemstones Large Mid Cap CAD Index,NQUSB55103020LMCAD,NQUSB1773LMCAD
Nasdaq US Diamonds and Gemstones Large Mid Cap CAD NTR Index,NQUS55103020LMCADN,NQUSB1773LMCADN
Nasdaq US Diamonds and Gemstones Large Mid Cap CAD TR Index,NQUS55103020LMCADT,NQUSB1773LMCADT
Nasdaq US Diamonds and Gemstones Large Mid Cap EUR Index,NQUSB55103020LMEUR,NQUSB1773LMEUR
Nasdaq US Diamonds and Gemstones Large Mid Cap EUR NTR Index,NQUS55103020LMEURN,NQUSB1773LMEURN
Nasdaq US Diamonds and Gemstones Large Mid Cap EUR TR Index,NQUS55103020LMEURT,NQUSB1773LMEURT
